id,surah,ayat,juz,tema,teks_terjemah_2019,no_footnote,teks_footnote
5470,72,23,29,Masjid Tempat Ibadah,(Yang aku mampu lakukan) hanyalah menyampaikan (peringatan) dari Allah dan risalah-Nya. Siapa yang mendurhakai Allah dan Rasul-Nya sesungguhnya akan mendapat (azab) neraka Jahanam. Mereka kekal di dalamnya selama-lamanya.”,,
5471,72,24,29,Masjid Tempat Ibadah,"Dengan demikian, apabila melihat (azab) yang diancamkan kepadanya, mereka akan mengetahui siapakah yang lebih lemah penolongnya dan lebih sedikit jumlahnya. ",,
5472,72,25,29,Hanya Allah yang Mengetahui yang Gaib,"Katakanlah (Nabi Muhammad), “Aku tidak mengetahui apakah (azab) yang diancamkan kepadamu itu sudah dekat atau Tuhanku menjadikan waktunya masih lama.”",,
5473,72,26,29,Hanya Allah yang Mengetahui yang Gaib,"Dia mengetahui yang gaib. Lalu, Dia tidak memperlihatkan yang gaib itu kepada siapa pun,",,
5474,72,27,29,Hanya Allah yang Mengetahui yang Gaib,kecuali kepada rasul yang diridai-Nya. Sesungguhnya Dia menempatkan penjaga-penjaga (malaikat) di depan dan di belakangnya.,,
5475,72,28,29,Hanya Allah yang Mengetahui yang Gaib,"(Yang demikian itu) agar Dia mengetahui bahwa (rasul-rasul itu) benar-benar telah menyampaikan risalah-risalah Tuhannya, sedangkan (ilmu-Nya) meliputi apa yang ada pada mereka. Dia menghitung segala sesuatu satu per satu.",,
5476,73,1,29,Petunjuk Allah kepada Nabi Muhammad untuk Mempersiapkan Diri dalam Dakwah,"Wahai orang yang berkelumun (Nabi Muhammad),",,
5477,73,2,29,Petunjuk Allah kepada Nabi Muhammad untuk Mempersiapkan Diri dalam Dakwah,"bangunlah (untuk salat) pada malam hari, kecuali sebagian kecil,",732,"732) Salat malam hukumnya wajib sebelum ayat ke-20 surah ini diturunkan. Setelah itu, hukumnya menjadi sunah."
5478,73,3,29,Petunjuk Allah kepada Nabi Muhammad untuk Mempersiapkan Diri dalam Dakwah,"(yaitu) seperduanya, kurang sedikit dari itu,",,
5479,73,4,29,Petunjuk Allah kepada Nabi Muhammad untuk Mempersiapkan Diri dalam Dakwah,atau lebih dari (seperdua) itu. Bacalah Al-Qur’an itu dengan perlahan-lahan.,,
5480,73,5,29,Petunjuk Allah kepada Nabi Muhammad untuk Mempersiapkan Diri dalam Dakwah,Sesungguhnya Kami akan menurunkan perkataan yang berat kepadamu.,,
5481,73,6,29,Petunjuk Allah kepada Nabi Muhammad untuk Mempersiapkan Diri dalam Dakwah,Sesungguhnya bangun malam itu lebih kuat (pengaruhnya terhadap jiwa) dan lebih mantap ucapannya.,,
5482,73,7,29,Petunjuk Allah kepada Nabi Muhammad untuk Mempersiapkan Diri dalam Dakwah,Sesungguhnya pada siang hari engkau memiliki kesibukan yang panjang.,,
5483,73,8,29,Petunjuk Allah kepada Nabi Muhammad untuk Mempersiapkan Diri dalam Dakwah,Sebutlah nama Tuhanmu dan beribadahlah kepada-Nya dengan sepenuh hati.,,
5484,73,9,29,Petunjuk Allah kepada Nabi Muhammad untuk Mempersiapkan Diri dalam Dakwah,"(Allah) adalah Tuhan timur dan barat. Tidak ada tuhan selain Dia. Maka, jadikanlah Dia sebagai pelindung.",,
5485,73,10,29,Beberapa Petunjuk untuk Nabi Muhammad,Bersabarlah (Nabi Muhammad) terhadap apa yang mereka katakan dan tinggalkanlah mereka dengan cara yang baik.,,
5486,73,11,29,Beberapa Petunjuk untuk Nabi Muhammad,Biarkanlah Aku (yang bertindak) terhadap para pendusta yang memiliki segala kenikmatan hidup dan berilah mereka penangguhan sementara.,,
5487,73,12,29,Beberapa Petunjuk untuk Nabi Muhammad,"Sesungguhnya di sisi Kami ada belenggu-belenggu (yang berat), (neraka) Jahim,",,
5488,73,13,29,Beberapa Petunjuk untuk Nabi Muhammad,"makanan yang menyumbat kerongkongan, dan azab yang pedih.",,
5489,73,14,29,Beberapa Petunjuk untuk Nabi Muhammad,(Ingatlah) pada hari (ketika) bumi dan gunung-gunung berguncang keras dan gunung-gunung itu menjadi seperti onggokan pasir yang tercurah.,,
5490,73,15,29,Beberapa Petunjuk untuk Nabi Muhammad,"Sesungguhnya Kami telah mengutus seorang rasul (Nabi Muhammad) kepadamu sebagai saksi atasmu, sebagaimana Kami telah mengutus seorang rasul kepada Fir‘aun.",,
5491,73,16,29,Beberapa Petunjuk untuk Nabi Muhammad,"Namun, Fir‘aun mendurhakai rasul itu sehingga Kami siksa dia dengan siksaan yang berat. ",,
5492,73,17,29,Beberapa Petunjuk untuk Nabi Muhammad,"Lalu, bagaimanakah kamu akan dapat menjaga dirimu (dari azab) hari yang menjadikan anak-anak beruban jika kamu tetap kufur?",,
5493,73,18,29,Beberapa Petunjuk untuk Nabi Muhammad,Langit terbelah padanya (hari itu). Janji-Nya pasti terlaksana.,,
5494,73,19,29,Beberapa Petunjuk bagi Kaum Muslim,Sesungguhnya ini adalah peringatan. Siapa yang berkehendak niscaya mengambil jalan (yang lurus) kepada Tuhannya.,,
5495,73,20,29,Beberapa Petunjuk bagi Kaum Muslim,"Sesungguhnya Tuhanmu mengetahui bahwa engkau (Nabi Muhammad) berdiri (salat) kurang dari dua pertiga malam, atau seperdua malam atau sepertiganya dan (demikian pula) segolongan dari orang-orang yang bersamamu. Allah menetapkan ukuran malam dan siang. Allah mengetahui bahwa kamu tidak dapat menghitungnya (secara terperinci waktu-waktu tersebut sehingga menyulitkanmu dalam melaksanakan salat malam). Maka, Dia kembali (memberi keringanan) kepadamu. Oleh karena itu, bacalah (ayat) Al-Qur’an yang mudah (bagimu). Dia mengetahui bahwa akan ada di antara kamu orang-orang yang sakit, dan yang lain berjalan di bumi mencari sebagian karunia Allah serta yang lain berperang di jalan Allah, maka bacalah apa yang mudah (bagimu) darinya (Al-Qur’an). Tegakkanlah salat, tunaikanlah zakat, dan berikanlah pinjaman kepada Allah pinjaman yang baik. Kebaikan apa saja yang kamu perbuat untuk dirimu niscaya kamu memperoleh (balasan)-nya di sisi Allah sebagai balasan yang paling baik dan yang paling besar pahalanya. Mohonlah ampunan kepada Allah. Sesungguhnya Allah Maha Pengampun lagi Maha Penyayang.",,
5496,74,1,29,Perintah kepada Nabi Muhammad untuk Berdakwah,"Wahai orang yang berselimut (Nabi Muhammad),",,
5497,74,2,29,Perintah kepada Nabi Muhammad untuk Berdakwah,"bangunlah, lalu berilah peringatan!",,
5498,74,3,29,Perintah kepada Nabi Muhammad untuk Berdakwah,"Tuhanmu, agungkanlah!",,
5499,74,4,29,Perintah kepada Nabi Muhammad untuk Berdakwah,"Pakaianmu, bersihkanlah!",,
5500,74,5,29,Perintah kepada Nabi Muhammad untuk Berdakwah,"Segala (perbuatan) yang keji, tinggalkanlah!",,
5501,74,6,29,Perintah kepada Nabi Muhammad untuk Berdakwah,Janganlah memberi (dengan maksud) memperoleh (balasan) yang lebih banyak!,,
5502,74,7,29,Perintah kepada Nabi Muhammad untuk Berdakwah,"Karena Tuhanmu, bersabarlah!",,
5503,74,8,29,Perintah kepada Nabi Muhammad untuk Berdakwah,"Apabila sangkakala ditiup,",,
5504,74,9,29,Perintah kepada Nabi Muhammad untuk Berdakwah,"hari itulah hari yang sulit,",,
5505,74,10,29,Perintah kepada Nabi Muhammad untuk Berdakwah,(yang) tidak mudah bagi orang-orang kafir.,,
5506,74,11,29,Balasan bagi yang Mendustakan Ayat-Ayat Allah,Biarkanlah Aku (yang bertindak) terhadap orang yang Aku ciptakan dia dalam kesendirian.,733,"733) Ayat ini dan beberapa ayat berikutnya diturunkan mengenai al-Walid bin al-Mugirah, pemimpin kafir Quraisy, yang sebelumnya tidak memiliki apa-apa."
5507,74,12,29,Balasan bagi yang Mendustakan Ayat-Ayat Allah,"Aku beri dia kekayaan yang berlimpah,",,
5508,74,13,29,Balasan bagi yang Mendustakan Ayat-Ayat Allah,"anak-anak yang selalu bersamanya,",,
5509,74,14,29,Balasan bagi yang Mendustakan Ayat-Ayat Allah,dan Aku beri dia kelapangan (hidup) seluas-luasnya.,,
5510,74,15,29,Balasan bagi yang Mendustakan Ayat-Ayat Allah,"Kemudian, dia ingin sekali agar Aku menambahnya.",,
5511,74,16,29,Balasan bagi yang Mendustakan Ayat-Ayat Allah,Sekali-kali tidak! Sesungguhnya dia telah menentang ayat-ayat Kami (Al-Qur’an).,,
5512,74,17,29,Balasan bagi yang Mendustakan Ayat-Ayat Allah,Aku akan membebaninya dengan pendakian yang memayahkan.,,
5513,74,18,29,Balasan bagi yang Mendustakan Ayat-Ayat Allah,Sesungguhnya dia telah memikirkan dan menetapkan (apa yang ditetapkannya).,,
5514,74,19,29,Balasan bagi yang Mendustakan Ayat-Ayat Allah,"Maka, binasalah dia. Bagaimanakah dia menetapkan?",,
5515,74,20,29,Balasan bagi yang Mendustakan Ayat-Ayat Allah,"Kemudian, binasalah dia. Bagaimanakah dia menetapkan?",,
5516,74,21,29,Balasan bagi yang Mendustakan Ayat-Ayat Allah,Kemudian dia memikirkan (untuk melecehkan Al-Qur’an).,,
5517,74,22,29,Balasan bagi yang Mendustakan Ayat-Ayat Allah,"Kemudian, dia berwajah masam dan cemberut (karena tidak menemukan kelemahan Al-Qur’an).",,
5518,74,23,29,Balasan bagi yang Mendustakan Ayat-Ayat Allah,"Kemudian, dia berpaling (dari kebenaran) dan menyombongkan diri.",,
5519,74,24,29,Balasan bagi yang Mendustakan Ayat-Ayat Allah,"Lalu, dia berkata, “(Al-Qur’an) ini tidak lain, kecuali sihir yang dipelajari (dari orang-orang terdahulu).",,
5520,74,25,29,Balasan bagi yang Mendustakan Ayat-Ayat Allah,Ini tidak lain kecuali perkataan manusia.”,,
5521,74,26,29,Balasan bagi yang Mendustakan Ayat-Ayat Allah,Aku akan memasukkannya ke dalam (neraka) Saqar.,,
5522,74,27,29,Balasan bagi yang Mendustakan Ayat-Ayat Allah,Tahukah kamu apa (neraka) Saqar itu?,,
5523,74,28,29,Balasan bagi yang Mendustakan Ayat-Ayat Allah,(Neraka Saqar itu) tidak meninggalkan (sedikit pun bagian jasmani) dan tidak membiarkan(-nya luput dari siksaan).,,
5524,74,29,29,Balasan bagi yang Mendustakan Ayat-Ayat Allah,(Neraka Saqar itu) menghanguskan kulit manusia.,,
5525,74,30,29,Balasan bagi yang Mendustakan Ayat-Ayat Allah,Di atasnya ada sembilan belas (malaikat penjaga).,,
5526,74,31,29,Pahala bagi yang Menerima Dakwah dan Ancaman bagi yang Menolaknya,"Kami tidak menjadikan para penjaga neraka, kecuali para malaikat dan Kami tidak menentukan bilangan mereka itu, kecuali sebagai cobaan bagi orang-orang kafir. (Yang demikian itu) agar orang-orang yang diberi kitab menjadi yakin, orang yang beriman bertambah imannya, orang-orang yang diberi kitab dan orang-orang mukmin itu tidak ragu-ragu, serta orang-orang yang di dalam hatinya ada penyakit dan orang-orang kafir (berkata,) “Apakah yang dikehendaki Allah dengan (bilangan) ini sebagai suatu perumpamaan?” Demikianlah Allah membiarkan sesat orang-orang yang Dia kehendaki (berdasarkan kecenderungan dan pilihan mereka sendiri) dan memberi petunjuk kepada orang-orang yang Dia kehendaki (berdasarkan kesiapan mereka untuk menerima petunjuk). Tidak ada yang mengetahui bala tentara Tuhanmu kecuali Dia sendiri. Ia (neraka Saqar itu) tidak lain hanyalah peringatan bagi manusia.",,
5527,74,32,29,Pahala bagi yang Menerima Dakwah dan Ancaman bagi yang Menolaknya,"Sekali-kali tidak! Demi bulan,",734,734) Kalimat ini merupakan bantahan terhadap ucapan orang-orang musyrik yang mengingkari hal-hal tersebut di atas.
5528,74,33,29,Pahala bagi yang Menerima Dakwah dan Ancaman bagi yang Menolaknya,"demi malam ketika telah berlalu,",,
5529,74,34,29,Pahala bagi yang Menerima Dakwah dan Ancaman bagi yang Menolaknya,"dan demi subuh apabila mulai terang,",,
5530,74,35,29,Pahala bagi yang Menerima Dakwah dan Ancaman bagi yang Menolaknya,"sesungguhnya ia (neraka Saqar itu) benar-benar salah satu (bencana) yang sangat besar,",,
5531,74,36,29,Pahala bagi yang Menerima Dakwah dan Ancaman bagi yang Menolaknya,"sebagai peringatan bagi manusia,",,
5532,74,37,29,Pahala bagi yang Menerima Dakwah dan Ancaman bagi yang Menolaknya,(yaitu) bagi siapa di antara kamu yang ingin maju (meraih kebajikan) atau mundur (dengan berbuat maksiat).,,
5533,74,38,29,Pahala bagi yang Menerima Dakwah dan Ancaman bagi yang Menolaknya,"Setiap orang bertanggung jawab atas apa yang telah ia lakukan,",,
5534,74,39,29,Pahala bagi yang Menerima Dakwah dan Ancaman bagi yang Menolaknya,"kecuali golongan kanan,",,
5535,74,40,29,Pahala bagi yang Menerima Dakwah dan Ancaman bagi yang Menolaknya,berada di dalam surga yang mereka saling bertanya,,
5536,74,41,29,Pahala bagi yang Menerima Dakwah dan Ancaman bagi yang Menolaknya,"tentang (keadaan) para pendurhaka,",,
5537,74,42,29,Pahala bagi yang Menerima Dakwah dan Ancaman bagi yang Menolaknya,“Apa yang menyebabkan kamu masuk ke dalam (neraka) Saqar?”,,
5538,74,43,29,Pahala bagi yang Menerima Dakwah dan Ancaman bagi yang Menolaknya,"Mereka menjawab, “Dahulu kami tidak termasuk orang-orang yang melaksanakan salat",,
5539,74,44,29,Pahala bagi yang Menerima Dakwah dan Ancaman bagi yang Menolaknya,dan kami (juga) tidak memberi makan orang miskin.,,
5540,74,45,29,Pahala bagi yang Menerima Dakwah dan Ancaman bagi yang Menolaknya,"Bahkan, kami selalu berbincang (untuk tujuan yang batil) bersama para pembincang,",,
5541,74,46,29,Pahala bagi yang Menerima Dakwah dan Ancaman bagi yang Menolaknya,"dan kami selalu mendustakan hari Pembalasan,",,
5542,74,47,29,Pahala bagi yang Menerima Dakwah dan Ancaman bagi yang Menolaknya,hingga datang kepada kami kematian.”,,
5543,74,48,29,Pahala bagi yang Menerima Dakwah dan Ancaman bagi yang Menolaknya,"Maka, tidak berguna lagi bagi mereka syafaat (pertolongan) dari para pemberi syafaat.",,
5544,74,49,29,Pahala bagi yang Menerima Dakwah dan Ancaman bagi yang Menolaknya,"Lalu, mengapa mereka (orang-orang kafir) berpaling dari peringatan (Allah)",,
5545,74,50,29,Pahala bagi yang Menerima Dakwah dan Ancaman bagi yang Menolaknya,seakan-akan mereka keledai liar yang terkejut,,
5546,74,51,29,Pahala bagi yang Menerima Dakwah dan Ancaman bagi yang Menolaknya,lari dari singa.,,
5547,74,52,29,Pahala bagi yang Menerima Dakwah dan Ancaman bagi yang Menolaknya,"Bahkan, setiap orang dari mereka ingin diberi lembaran-lembaran (kitab) yang terbuka.",,
5548,74,53,29,Pahala bagi yang Menerima Dakwah dan Ancaman bagi yang Menolaknya,Sekali-kali tidak! Sebenarnya mereka tidak takut pada akhirat.,,
5549,74,54,29,Pahala bagi yang Menerima Dakwah dan Ancaman bagi yang Menolaknya,Sekali-kali tidak! Sesungguhnya (Al-Qur’an) itu adalah suatu peringatan.,,
5550,74,55,29,Pahala bagi yang Menerima Dakwah dan Ancaman bagi yang Menolaknya,Siapa yang berkehendak tentu mengambil pelajaran darinya.,,
5551,74,56,29,Pahala bagi yang Menerima Dakwah dan Ancaman bagi yang Menolaknya,"Mereka tidak akan mengambil pelajaran darinya (Al-Qur’an), kecuali (jika) Allah menghendakinya. Dialah yang (kita) patut bertakwa kepada-Nya dan yang berhak memberi ampunan.",,
5552,75,1,29,Kedahsyatan Hari Kiamat,Aku bersumpah demi hari Kiamat.,,
5553,75,2,29,Kedahsyatan Hari Kiamat,Aku bersumpah demi jiwa yang sangat menyesali (dirinya sendiri).,,
5554,75,3,29,Kedahsyatan Hari Kiamat,Apakah manusia mengira bahwa Kami tidak akan mengumpulkan (kembali) tulang-belulangnya?,,
5555,75,4,29,Kedahsyatan Hari Kiamat,"Tentu, (bahkan) Kami mampu menyusun (kembali) jari-jemarinya dengan sempurna.",,
5556,75,5,29,Kedahsyatan Hari Kiamat,"Akan tetapi, manusia hendak berbuat maksiat terus-menerus.",,
5557,75,6,29,Kedahsyatan Hari Kiamat,"Dia bertanya, “Kapankah hari Kiamat itu?”",,
5558,75,7,29,Kedahsyatan Hari Kiamat,"Apabila mata terbelalak (ketakutan),",,
5559,75,8,29,Kedahsyatan Hari Kiamat,"bulan pun telah hilang cahayanya,",,
5560,75,9,29,Kedahsyatan Hari Kiamat,"serta matahari dan bulan dikumpulkan,",,
5561,75,10,29,Kedahsyatan Hari Kiamat,"pada hari itu manusia berkata, “Ke mana tempat lari?”",,
5562,75,11,29,Kedahsyatan Hari Kiamat,Sekali-kali tidak! Tidak ada tempat berlindung.,,
5563,75,12,29,Kedahsyatan Hari Kiamat,(Hanya) kepada Tuhanmu tempat kembali pada hari itu.,,
5564,75,13,29,Kedahsyatan Hari Kiamat,Pada hari itu diberitakan kepada manusia apa yang telah dia kerjakan dan apa yang telah dia lalaikan.,,
5565,75,14,29,Kedahsyatan Hari Kiamat,"Bahkan, manusia menjadi saksi atas dirinya sendiri",735,"735) Anggota badan manusia menjadi saksi atas perbuatan yang telah mereka lakukan, seperti tersebut dalam surah an-Nūr (24): 24."
5566,75,15,29,Kedahsyatan Hari Kiamat,walaupun dia mengemukakan alasan-alasan(-nya).,,
5567,75,16,29,Tata Cara Membaca Al-Qur’an,Jangan engkau (Nabi Muhammad) gerakkan lidahmu (untuk membaca Al-Qur’an) karena hendak tergesa-gesa (menguasai)-nya.,,
5568,75,17,29,Tata Cara Membaca Al-Qur’an,Sesungguhnya tugas Kamilah untuk mengumpulkan (dalam hatimu) dan membacakannya.,,
5569,75,18,29,Tata Cara Membaca Al-Qur’an,"Maka, apabila Kami telah selesai membacakannya, ikutilah bacaannya itu.",,
5570,75,19,29,Tata Cara Membaca Al-Qur’an,"Kemudian, sesungguhnya tugas Kami (pula)-lah (untuk) menjelaskannya.",,
5571,75,20,29,Tata Cara Membaca Al-Qur’an,"Sekali-kali tidak! Bahkan, kamu mencintai kehidupan dunia, ",,
5572,75,21,29,Tata Cara Membaca Al-Qur’an,dan mengabaikan (kehidupan) akhirat.,,
5573,75,22,29,Tata Cara Membaca Al-Qur’an,Wajah-wajah (orang mukmin) pada hari itu berseri-seri,,
5574,75,23,29,Tata Cara Membaca Al-Qur’an,(karena) memandang Tuhannya.,,
5575,75,24,29,Tata Cara Membaca Al-Qur’an,Wajah-wajah (orang kafir) pada hari itu muram,,
5576,75,25,29,Tata Cara Membaca Al-Qur’an,(karena) mereka yakin akan ditimpakan kepadanya malapetaka yang sangat dahsyat.,,
5577,75,26,29,Keadaan Manusia Saat Sakratulmaut,"Sekali-kali tidak! Apabila (nyawa) telah sampai di kerongkongan,",,
5578,75,27,29,Keadaan Manusia Saat Sakratulmaut,"dan dikatakan (kepadanya), “Siapa yang (dapat) menyembuhkan?”",,
5579,75,28,29,Keadaan Manusia Saat Sakratulmaut,"Dia pun yakin bahwa itulah waktu perpisahan (dengan dunia), ",,
5580,75,29,29,Keadaan Manusia Saat Sakratulmaut,dan bertautlah betis (kiri) dengan betis (kanan).,736,736) Hal itu menggambarkan hebatnya penderitaan pada saat akan mati serta ketakutan akan meninggalkan dunia dan menghadapi akhirat.
5581,75,30,29,Keadaan Manusia Saat Sakratulmaut,Kepada Tuhanmulah pada hari itu (manusia) digiring.,,
5582,75,31,29,Keadaan Manusia Saat Sakratulmaut,Dia tidak membenarkan (Al-Qur’an dan Rasul) dan tidak melaksanakan salat.,,
5583,75,32,29,Keadaan Manusia Saat Sakratulmaut,"Akan tetapi, dia mendustakan (Al-Qur’an) dan berpaling (dari kebenaran). ",,
5584,75,33,29,Keadaan Manusia Saat Sakratulmaut,"Kemudian, dia pergi kepada keluarganya dengan menyombongkan diri.",,
5585,75,34,29,Keadaan Manusia Saat Sakratulmaut,"Celakalah kamu! Maka, celakalah! ",,
5586,75,35,29,Keadaan Manusia Saat Sakratulmaut,"Kemudian, celakalah kamu! Maka, celakalah! ",,
5587,75,36,29,Keadaan Manusia Saat Sakratulmaut,Apakah manusia mengira akan dibiarkan begitu saja (tanpa pertanggungjawaban)?,,
5588,75,37,29,Keadaan Manusia Saat Sakratulmaut,Bukankah dia dahulu setetes mani yang ditumpahkan (ke dalam rahim)?,,
5589,75,38,29,Keadaan Manusia Saat Sakratulmaut,"Kemudian, (mani itu) menjadi sesuatu yang melekat, lalu Dia menciptakan dan menyempurnakannya. ",,
5590,75,39,29,Keadaan Manusia Saat Sakratulmaut,"Lalu, Dia menjadikan darinya sepasang laki-laki dan perempuan. ",,
5591,75,40,29,Keadaan Manusia Saat Sakratulmaut,Bukankah (Allah) itu kuasa (pula) menghidupkan orang mati?,,
5592,76,1,29,Kehidupan Manusia Menuju Kesempurnaan,Bukankah telah datang kepada manusia suatu waktu dari masa yang ia belum merupakan sesuatu yang dapat disebut?,,
5593,76,2,29,Kehidupan Manusia Menuju Kesempurnaan,Sesungguhnya Kami telah menciptakan manusia dari setetes mani yang bercampur. Kami hendak mengujinya (dengan perintah dan larangan) sehingga menjadikannya dapat mendengar dan melihat.,,
5594,76,3,29,Kehidupan Manusia Menuju Kesempurnaan,Sesungguhnya Kami telah menunjukkan kepadanya jalan (yang lurus); ada yang bersyukur dan ada pula yang sangat kufur.,,
5595,76,4,29,Balasan Allah kepada Orang yang Berbuat Baik,"Sesungguhnya Kami telah menyediakan bagi orang-orang kafir rantai, belenggu, dan api (neraka) Sa‘ir (yang menyala-nyala). ",,
